review,date,Marca,Produto,loja,estrelas,gptpt,descricaoGptpt,url
Muito boa,2024-06-18,Budweiser,Budweiser Zero,Amazon,4.6,1,"A avaliação é claramente positiva ao afirmar que o produto é muito boa. Não há ironia, sarcasmo ou polarity shift, indicando uma opinião favorável em relação ao produto Budweiser Zero.",https://www.amazon.com.br/gp/customer-reviews/R3BSJKLNHN4O1J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BWNN2482
Já conheço o produto,2024-05-07,Budweiser,Budweiser Zero,Amazon,4.6,0,"A avaliação não expressa uma opinião clara sobre o produto, apenas indica que o avaliador já conhece o produto, não fornecendo informações positivas ou negativas.",https://www.amazon.com.br/gp/customer-reviews/R39SF54HRO5VBJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BWNN2482
Preço e qualidade sem igual.,2024-06-15,Budweiser,Budweiser Zero,Amazon,4.6,1,"A avaliação destaca que o Preço e qualidade sem igual, o que indica uma opinião positiva sobre o produto Budweiser Zero.",https://www.amazon.com.br/gp/customer-reviews/R2WGBJGBHQB18H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BWNN2482
Uma das cervejas mais acessível do mercado leve com sabor muito agradável recomendo,2024-06-01,Budweiser,Budweiser Zero,Amazon,4.6,1,"A avaliação destaca que a Budweiser Zero é uma das cervejas mais acessíveis do mercado, com um sabor muito agradável, e ainda recomenda o produto. Esses pontos positivos indicam uma avaliação positiva do produto.",https://www.amazon.com.br/gp/customer-reviews/R2TLY44R3YE886/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BWNN2482
É cerveja mesmo?,2024-05-04,Budweiser,Budweiser Zero,Amazon,4.6,0,"A avaliação questiona se o produto é realmente cerveja, não expressando uma opinião clara positiva ou negativa sobre o produto em si.",https://www.amazon.com.br/gp/customer-reviews/R2LTIIT9M5BL4B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BWNN2482
"O produto é excelente, mas chegou com 4 latas amassada. Uma delas, a da imagem, estava muito danificada.",2024-06-04,Budweiser,Budweiser Zero,Amazon,4.6,-1,"Embora a avaliação comece de forma positiva ao mencionar que o produto é excelente, a ocorrência de 4 latas amassadas, sendo uma delas muito danificada, indica uma experiência negativa. Isso caracteriza uma mudança de polaridade (polarity shift).",https://www.amazon.com.br/gp/customer-reviews/R11H0IBFZQSG4B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0BWNN2482
Essa é uma das melhores cervejas que já bebi.,2024-02-03,Erdinger,Erdinger Pikantus,Amazon,4.6,1,"A avaliação é claramente positiva ao afirmar que o produto é uma das melhores cervejas já consumidas. Não há ironia, sarcasmo ou polarity shift, indicando uma experiência positiva com o produto Erdinger Pikantus.",https://www.amazon.com.br/gp/customer-reviews/RTP7BC9M2BZ9G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2CF95S
Cerveja muito boa. Recomendo!,2024-03-15,Erdinger,Erdinger Pikantus,Amazon,4.6,1,"A avaliação é claramente positiva, pois descreve a cerveja como muito boa e ainda recomenda o produto. Não há indícios de ironia, sarcasmo ou polarity shift, apenas uma opinião favorável.",https://www.amazon.com.br/gp/customer-reviews/R3H9J8U9KF8ET1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2CF95S
"Não conhecia o produto, nem o estilo de cerveja, mas sabia que a marca é top. Muito feliz com o que recebi.",2023-10-07,Erdinger,Erdinger Pikantus,Amazon,4.6,1,"Apesar do desconhecimento prévio sobre o produto e estilo de cerveja, a menção de que a marca é top e a felicidade com o que foi recebido indicam uma avaliação positiva da experiência com o produto Erdinger Pikantus.",https://www.amazon.com.br/gp/customer-reviews/R38GJWEZEGC3KK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2CF95S
Cerveja alemã saborosa. Nota 10,2024-05-17,Erdinger,Erdinger Pikantus,Amazon,4.6,1,"A avaliação descreve a cerveja alemã como saborosa e atribui nota 10, o que indica uma experiência positiva com o produto Erdinger Pikantus.",https://www.amazon.com.br/gp/customer-reviews/R2WBKHBKPFWSVO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2CF95S
Vale a pena,2023-08-02,Erdinger,Erdinger Pikantus,Amazon,4.6,0,"A avaliação Vale a pena não expressa claramente uma opinião positiva ou negativa sobre o produto Erdinger Pikantus. Portanto, é classificada como neutra.",https://www.amazon.com.br/gp/customer-reviews/R2L4UVZYEMRZ9O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2CF95S
Qualidade extraordinária. Excelente opção para se saborear com uma taboa de frios,2023-10-14,Erdinger,Erdinger Pikantus,Amazon,4.6,1,A avaliação destaca a qualidade extraordinária do produto e sugere que é uma excelente opção para ser apreciada com uma tábua de frios. Essa combinação de elogios indica uma avaliação positiva do produto Erdinger Pikantus.,https://www.amazon.com.br/gp/customer-reviews/R2FXOPXW1PV1SD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2CF95S
"Em vez de pikantus, deveria ser ser pikadasgalaxias. Boa demais, beba com moderação.❤️",2024-01-18,Erdinger,Erdinger Pikantus,Amazon,4.6,1,"A avaliação faz uma brincadeira com o nome do produto Pikantus, sugerindo que deveria ser Pikadasgalaxias, o que indica um tom de humor e sarcasmo. No entanto, a expressão Boa demais e o alerta para beber com moderação indicam uma avaliação positiva do produto.",https://www.amazon.com.br/gp/customer-reviews/R2C855M2LXZTGZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2CF95S
Uma das garrafas estourou no transporte,2024-04-08,Erdinger,Erdinger Pikantus,Amazon,4.6,-1,"A avaliação menciona um problema durante o transporte, indicando uma experiência negativa com o produto Erdinger Pikantus.",https://www.amazon.com.br/gp/customer-reviews/R2BARZYLCLAXK5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2CF95S
"Sabor único,",2022-11-02,Erdinger,Erdinger Pikantus,Amazon,4.6,1,"A avaliação destaca o sabor único do produto, o que geralmente é associado a uma experiência positiva. Portanto, a classificação é positiva.",https://www.amazon.com.br/gp/customer-reviews/R2AC7P2GJV5R95/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2CF95S
Excelente cerveja.,2022-06-20,Erdinger,Erdinger Pikantus,Amazon,4.6,1,"A avaliação é claramente positiva ao descrever a cerveja como excelente, indicando uma experiência satisfatória com o produto.",https://www.amazon.com.br/gp/customer-reviews/R1V0Q8QVW43JQS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2CF95S
O produto chegou com uma das garrafas com vazamento.,2022-10-25,Erdinger,Erdinger Pikantus,Amazon,4.6,-1,"A avaliação menciona um problema com uma das garrafas do produto, indicando uma experiência negativa.",https://www.amazon.com.br/gp/customer-reviews/R11P1WCG09L1U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2CF95S
Gostei,2023-09-06,Erdinger,Erdinger Urweisse,Amazon,4.6,1,A avaliação é claramente positiva ao expressar que a pessoa gostou do produto.,https://www.amazon.com.br/gp/customer-reviews/RS5KMX9RWFNJR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C7XF7
Excelente weiss!,2023-08-02,Erdinger,Erdinger Urweisse,Amazon,4.6,1,"A avaliação é claramente positiva ao utilizar o termo excelente para descrever a weiss, indicando uma experiência satisfatória com o produto.",https://www.amazon.com.br/gp/customer-reviews/RQAXLL64UEMDD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C7XF7
Comprei numa promoção! Valeu muito a pena!,2024-02-21,Erdinger,Erdinger Urweisse,Amazon,4.6,1,"A avaliação menciona que a compra foi feita em uma promoção e que valeu muito a pena, indicando uma experiência positiva com o produto Erdinger Urweisse.",https://www.amazon.com.br/gp/customer-reviews/RBNOER02Q2E96/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C7XF7
Cerveja maravilhosa...... show.,2022-05-09,Erdinger,Erdinger Urweisse,Amazon,4.6,1,"A avaliação contém termos positivos como maravilhosa e show, indicando uma experiência positiva com o produto Erdinger Urweisse.",https://www.amazon.com.br/gp/customer-reviews/R3NBT3HXHO2AKQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C7XF7
Boa compra. Recomendo.,2022-05-30,Erdinger,Erdinger Urweisse,Amazon,4.6,1,"A avaliação é claramente positiva, pois o cliente classifica a compra como boa e recomenda o produto. Não há indícios de ironia, sarcasmo ou polarity shift.",https://www.amazon.com.br/gp/customer-reviews/R3EI3Z2UY0AFHC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C7XF7
Excelente cerveja (para quem aprecia uma cerveja de trigo): sabor suave e agradável.,2022-06-22,Erdinger,Erdinger Urweisse,Amazon,4.6,1,"A avaliação descreve a cerveja como excelente, com um sabor suave e agradável. Mesmo mencionando que é uma cerveja de trigo, o tom geral é positivo, indicando uma experiência agradável para quem aprecia esse tipo de cerveja.",https://www.amazon.com.br/gp/customer-reviews/R35RGE5EPBPTN3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C7XF7
Bom produto a um preço justo. E com a eficiência da Amazon.,2023-11-08,Erdinger,Erdinger Urweisse,Amazon,4.6,1,"A avaliação destaca que o produto é bom e tem um preço justo, além de elogiar a eficiência da Amazon. Esses aspectos positivos indicam uma avaliação positiva do produto Erdinger Urweisse.",https://www.amazon.com.br/gp/customer-reviews/R2MS4OJB29SB0U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C7XF7
"Chegou com vazamento, o líquido quase todo vazou, sem falar que estava totalmente quente. Mandei devolver.",2023-10-31,Erdinger,Erdinger Urweisse,Amazon,4.6,-1,"A avaliação é claramente negativa, pois menciona que o produto chegou com vazamento, líquido vazou, estava quente e precisou ser devolvido. Esses aspectos indicam uma experiência insatisfatória com o produto Erdinger Urweisse.",https://www.amazon.com.br/gp/customer-reviews/R21XVF7V8C8NBE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C7XF7
"Fiz um pedido de uma Erdinger Urweisse no dia 19/11 no valor de R$15,99(com detalhes em vermelho na foto em anexo), ela chegou rápido e com tudo nos conformes.No dia 25/11 fiz um pedido de uma segunda unidade, dessa vez no valor de R$10,99(com detalhes em azul na foto em anexo), porém dessa vez veio faltando líquido, como pode ser claramente notado na foto.Minha crítica não é sobre a cerveja em si, ela é ótima e recomendo o consumo. MInha crítica é sobre a qualidade da segunda unidade que recebi, que deixou a desejar.Tratarei de pedir uma troca/reebolso.",2021-11-29,Erdinger,Erdinger Urweisse,Amazon,4.6,0,"A avaliação destaca a qualidade da Erdinger Urweisse como ótima e recomenda o consumo, o que seria um ponto positivo. No entanto, a crítica é direcionada à segunda unidade recebida, que veio faltando líquido, indicando uma experiência negativa. Como a avaliação aborda tanto aspectos positivos quanto negativos, a classificação final é neutra.",https://www.amazon.com.br/gp/customer-reviews/R1SYRUB88G2BDN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C7XF7
"A cerveja é espetacular, dispensa comentários.O que poderia melhorar é a transportadora.No caso, o produto veio extremamente bem embalado, contudo a TOTAL deu um jeito de conseguir quebrar uma das garrafas. Parabéns, devem ter se esforçado bastante para isso.",2024-04-22,Erdinger,Erdinger Urweisse,Amazon,4.6,-1,"Embora a avaliação comece de forma positiva ao descrever a cerveja como espetacular, a crítica à transportadora e a ironia ao parabenizá-la por quebrar uma das garrafas indicam uma experiência negativa. Isso caracteriza uma mudança de polaridade (polarity shift).",https://www.amazon.com.br/gp/customer-reviews/R1QQWZ4MHLMGY9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C7XF7
otimo,2024-03-06,Erdinger,Erdinger Urweisse,Amazon,4.6,1,"A avaliação é claramente positiva ao utilizar a palavra ótimo, indicando uma experiência satisfatória com o produto Erdinger Urweisse.",https://www.amazon.com.br/gp/customer-reviews/R1ITOPG8PSDFNW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C7XF7
"Essa é a segunda melhor cerveja de trigo que já provei, e olha que já provei várias, é meu estilo favorito.Se você não gosta de notas acentuadas de cravo e banana, fuja desta cerveja porque as notas são bem evidentes, pra mim é perfeito :)",2022-05-26,Erdinger,Erdinger Urweisse,Amazon,4.6,1,"A avaliação é claramente positiva, destacando que é a segunda melhor cerveja de trigo já provada e que é o estilo favorito do avaliador. Apesar de mencionar que as notas de cravo e banana são evidentes, o avaliador considera isso perfeito, o que indica uma experiência positiva.",https://www.amazon.com.br/gp/customer-reviews/R1BBO9M1EYQ1YJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C7XF7
É uma otima cerveja,2022-01-26,Erdinger,Erdinger Urweisse,Amazon,4.6,1,"A avaliação é claramente positiva ao afirmar que é uma ótima cerveja, indicando uma experiência satisfatória com o produto.",https://www.amazon.com.br/gp/customer-reviews/R18CKOE89ZFE6G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C7XF7
excelente aroma e cremosidade desse exemplar item.,2021-12-03,Erdinger,Erdinger Weissbier,Amazon,4.6,1,"A avaliação destaca o excelente aroma e cremosidade do produto, o que indica uma experiência positiva com o Erdinger Weissbier.",https://www.amazon.com.br/gp/customer-reviews/RYB2AR4P244KS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YCXY2M2
Leve. Boa. Pode comprar confiante.,2022-01-05,Erdinger,Erdinger Weissbier,Amazon,4.6,1,"A avaliação descreve o produto como leve e bom, além de encorajar a compra confiante. Essas características positivas indicam uma avaliação positiva do produto Erdinger Weissbier.",https://www.amazon.com.br/gp/customer-reviews/RW8CIAHLYAH17/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C5ZY1
Otima,2022-01-02,Erdinger,Erdinger Weissbier,Amazon,4.6,0,"A avaliação é muito genérica e não fornece informações suficientes para determinar se é positiva, negativa ou neutra. Portanto, é classificada como neutra.",https://www.amazon.com.br/gp/customer-reviews/RUNOT9TZUNGR2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C5ZY1
"Impressionante, maravilhoso, Perfeito",2022-10-17,Erdinger,Erdinger Weissbier,Amazon,4.6,1,"A avaliação contém termos extremamente positivos, como impressionante, maravilhoso e perfeito, indicando uma opinião positiva sobre o produto Erdinger Weissbier.",https://www.amazon.com.br/gp/customer-reviews/RTW43TFIQIRTY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C5ZY1
"Tinha uma promoção desta cerveja, leve 5 pague 4, mas , depois que comprei, só veio 1!fui olhar o que fiz de errado e vi que não havia mais a promoção e no historico constava apenas umaDai, vi que tinha uma outra promoção dela, mas no APP, resgatei o beneficio, instalai o app, BOMBA!!nada d promoção, além do fato que o app, é horrível!, não lhe da opções de pagamento, muito ruim para navegar, ate desisti de comprar mais, infelizmente",2021-09-21,Erdinger,Erdinger Weissbier,Amazon,4.6,-1,"A avaliação começa com uma expectativa positiva devido à promoção, mas logo se torna negativa devido ao problema com a quantidade de produtos recebidos e a falta de clareza nas promoções. Além disso, a experiência com o aplicativo é descrita como horrível, o que contribui para a avaliação negativa do produto como um todo.",https://www.amazon.com.br/gp/customer-reviews/RSSGKO2E3ENEX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C5ZY1
"Não há nada parecido com esta cerveja, uma clássica weiss com um toque especial na dupla maturação!Sensacional!",2024-05-17,Erdinger,Erdinger Weissbier,Amazon,4.6,1,"A avaliação é claramente positiva, destacando que não há nada parecido com a cerveja, elogiando a clássica weiss com um toque especial na dupla maturação e finalizando com a palavra Sensacional!",https://www.amazon.com.br/gp/customer-reviews/RS2Y4AAY5W8XO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YCXY2M2
ótimo produto e excelente cuidado na embalagem e entrega.,2022-08-08,Erdinger,Erdinger Weissbier,Amazon,4.6,1,"A avaliação é claramente positiva, destacando o produto como ótimo e elogiando o cuidado na embalagem e entrega. Isso indica uma experiência satisfatória com o produto Erdinger Weissbier.",https://www.amazon.com.br/gp/customer-reviews/RRJ30Z1MOZEJ4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C5ZY1
Cerveja de qualidade altissima.,2022-11-03,Erdinger,Erdinger Weissbier,Amazon,4.6,1,"A avaliação é claramente positiva ao afirmar que a cerveja possui qualidade altíssima, o que indica uma experiência satisfatória com o produto.",https://www.amazon.com.br/gp/customer-reviews/RQFLKEKQPEDJM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C5ZY1
"Posso afirmar que algo de errado veio com esta cerveja, infelizmente comprei 20.Pode ser que seja falsa,ou esteja choca.Minha certeza veio no primeiro dia quando varias estouraram na cervejeira no -2, sugestivo de falsificação e reembalagem de produto.Fiquem alertas.",2022-06-09,Erdinger,Erdinger Weissbier,Amazon,4.6,-1,"A avaliação é claramente negativa, pois o consumidor relata problemas graves com o produto, como possibilidade de ser falsificado, estar chocado e ter estourado na cervejeira. Isso indica uma experiência muito ruim com a cerveja Erdinger Weissbier.",https://www.amazon.com.br/gp/customer-reviews/RNN98KADFYXIX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C5ZY1
Um clássico despensa avaliação,2022-09-16,Erdinger,Erdinger Weissbier,Amazon,4.6,0,"A avaliação afirma que o produto é um clássico e dispensa avaliação, o que indica uma neutralidade em relação à qualidade do produto.",https://www.amazon.com.br/gp/customer-reviews/RMZYALQRU3ZKM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C5ZY1
"Sabor incrível e mto tradicional nesse tipo de cerveja. Se possível use um desses copos longos que a experiência e o sabor ficam ainda mais elevados. A forma correta de servir é vira a cerveja direto até metade do copo, parar de servir, chacoalhar levemente em círculos o fundo da garrafa pra formar uma espuma cremosa e completar o copo. Não beba sem espuma.",2023-01-10,Erdinger,Erdinger Weissbier,Amazon,4.6,1,"A avaliação destaca o sabor incrível e a tradição da cerveja, além de fornecer dicas para uma experiência ainda melhor. A recomendação de como servir a cerveja corretamente e a ênfase em não beber sem espuma indicam uma experiência positiva e de apreciação pela qualidade do produto.",https://www.amazon.com.br/gp/customer-reviews/RKBPOXZP5GVBR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07Y2C5ZY1
"Sendo bem honesta, o sabor é normal, uma cerveja de trigo normal. Pra mim, a Baden de trigo é muito melhor e não tem um preço tão mais alto que a lata da Erdinger.",2021-12-27,Erdinger,Erdinger Weissbier,Amazon,4.6,-1,"Embora a avaliação comece de forma neutra, ao mencionar que a Baden de trigo é muito melhor e não tem um preço tão mais alto que a lata da Erdinger, indica uma preferência por outro produto, o que caracteriza uma avaliação negativa em relação à Erdinger Weissbier.",https://www.amazon.com.br/gp/customer-reviews/RIEO5VEPS953M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07YCXY2M2
